Chave;Status;Tipo Venda;CD;Fornecedor;Oferta;Indústria;Projeto Conectividade;Descr Proj/VAN;Cliente;CNPJ;UF;Código Bandeira;Descrição Bandeira;Produto;Descrição Produto;Código EAN;Tipo estratégico;Pedido Venda;Pedido OL;Nr. Nota;Data;DC. Ent;Margem;Qtd;VPF;% DC PDV Comercial;% Desc. Comercial Industria;% Desc. Financeiro Industria;% Ressarc;Vlr. Ressar. Dinheiro;Vlr. Ressar. Repos. Mercadoria;A.D.;DANFE;% Soma OL;Vlr Ressarc Desc Soma OL;% Soma OL Financ;Vlr Soma OL Financ;% Desconto Adicional;Vlr Voucher Ind;% ICMS Destino;% ICMS Origem;% Repasse;Tipo Proj;Desconto Entrada MSD;Margem MSD;PF MSD;Desconto Funcional;Ressarcimento Funcional
01693953006267-462174-7897572020177-12879652-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E08343 - VJ FARMA L;01693953006267;BA;14925;REDE INDEPENDENTE;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12879652;12879652;462174;2024-07-11 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;393412;29240761940292005520550160004621741865219720;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
13184254000159-97727-7897572020191-12872577-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E02113 - DROGARIA S;13184254000159;SE;14073;AUGEFARMA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12872577;12872577;97727;2024-07-05 00:00:00;8,5;7;1;242,51;50;50;0;39,29;95,27;0;392763;28240761940292006178550020000977271914991370;0;0;0;0;0;;19;0;0;;8,5;6;239,55;50;93,304725
08645213000182-431553-7897572020191-12865723-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E00286 - CATU;08645213000182;BA;14305;ULTRAPOPULAR FARMARCAS;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12865723;12865723;431553;2024-07-02 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;392763;29240761940292005520550160004315531864821414;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
63201420000156-441839-7897572020191-12873128-50-2;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E00844 - NASCIMENTO;63201420000156;BA;14709;MULTMAIS - REDE BETEL;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12873128;12873128;441839;2024-07-05 00:00:00;8,5;7;2;494,18;50;50;0;38,56;190,54;0;392763;29240761940292005520550160004418391864955527;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;186,60945
07322410000106-425412-7897572020290-12864217-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E00636 - ATENFARMA;07322410000106;BA;15756;ABRAFAD LUCREMAIS M.BARATO;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12864217;12864217;425412;2024-07-01 00:00:00;8,5;7;1;250,73;50;50;0;38,56;96,68;0;392763;29240761940292005520550160004254121864776792;0;0;0;0;0;;20,5;0;0;;8,5;6;243,08;50;94,67966
16052540000159-465725-7897572020191-12882029-50-3;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E01359 - PER COML D;16052540000159;BA;13150;FECOFAR REDEMED;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12882029;12882029;465725;2024-07-12 00:00:00;8,5;7;3;741,27;50;50;0;38,56;285,82;0;393412;29240761940292005520550160004657251865233023;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;279,914175
16052540000159-487689-7897572020177-12891335-50-3;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E01359 - PER COML D;16052540000159;BA;13150;FECOFAR REDEMED;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12891335;12891335;487689;2024-07-19 00:00:00;8,5;7;3;741,27;50;50;0;38,56;285,82;0;394140;29240761940292005520550160004876891865516147;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;279,914175
34394460000163-425458-7897572020290-12863506-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E00438 - EDENILSON;34394460000163;BA;14528;MULTMAIS REDE CARVALHO SEABRA;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12863506;12863506;425458;2024-07-01 00:00:00;8,5;7;1;250,73;50;50;0;38,56;96,68;0;392763;29240761940292005520550160004254581864762626;0;0;0;0;0;;20,5;0;0;;8,5;6;243,08;50;94,67966
15629579000638-482018-7897572020177-12888286-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E00047 - F S R LJ 5;15629579000638;BA;14421;MULTMAIS SILVA ROCHA;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12888286;12888286;482018;2024-07-17 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;394140;29240761940292005520550160004820181865405356;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
05267358000522-492605-7897572020290-12894006-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E01255 - FARMACIA T;05267358000522;BA;13148;MULTMAIS;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12894006;12894006;492605;2024-07-22 00:00:00;8,5;7;1;250,73;50;50;0;38,56;96,68;0;394885;29240761940292005520550160004926051865578585;0;0;0;0;0;;20,5;0;0;;8,5;6;243,08;50;94,67966
15600422000175-94246-7897572020191-12863205-30-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E01471 - RODRIGO SA;15600422000175;SE;15755;ABRAFAD LUCREMAIS RODRIGO;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12863205;12863205;94246;2024-07-01 00:00:00;8,5;7;1;242,51;30;30;0;23,09;55,98;0;392763;28240761940292006178550020000942461914788170;0;0;0;0;0;;19;0;0;;8,5;6;239,55;30;54,018525
96727482000155-492713-7897572020191-12892958-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E00010 - FARME BRIT;96727482000155;BA;14403;REDE BRITO FEIRA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12892958;12892958;492713;2024-07-22 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;394885;29240761940292005520550160004927131865584140;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
02316695000140-475522-7897572020191-12885858-50-3;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E00935 - DROGARIA V;02316695000140;BA;14419;MULTMAIS REDE VELANES;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12885858;12885858;475522;2024-07-16 00:00:00;8,5;7;3;741,27;50;50;0;38,56;285,82;0;394140;29240761940292005520550160004755221865344802;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;279,914175
20184554000101-506647-7897572020177-12899651-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E05739 - A J RAMOS;20184554000101;BA;14305;ULTRAPOPULAR FARMARCAS;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12899651;12899651;506647;2024-07-25 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;394885;29240761940292005520550160005066471865702187;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
07355005000267-470064-7897572020191-12883617-50-3;Chave não localizada;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E04457 - A V G LIMA;07355005000267;BA;13148;MULTMAIS;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12883617;12883617;470064;2024-07-15 00:00:00;8,5;7;3;741,27;50;50;0;38,56;285,81;0;394140;29240761940292005520550160004700641865292942;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;;
05531235000638-446921-7897572020191-12874839-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E04199 - CERQUEIRA;05531235000638;BA;13149;BOAFARMA;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12874839;12874839;446921;2024-07-08 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;393412;29240761940292005520550160004469211865064573;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
14788290000194-441792-7897572020290-12874055-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E04874 - EVILASIO P;14788290000194;BA;14305;ULTRAPOPULAR FARMARCAS;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12874055;12874055;441792;2024-07-05 00:00:00;8,5;7;1;250,73;50;50;0;38,56;96,68;0;392763;29240761940292005520550160004417921865000158;0;0;0;0;0;;20,5;0;0;;8,5;6;243,08;50;94,67966
15744676000167-457378-7897572020191-12878369-30-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E05298 - FARMACIA G;15744676000167;BA;10437;INDIVIDUAL;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12878369;12878369;457378;2024-07-10 00:00:00;8,5;7;1;247,09;30;30;0;22,66;55,98;0;393412;29240761940292005520550160004573781865142181;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;30;54,018525
33821772000143-441874-7897572020191-12872435-50-3;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E12020 - REMEDIO BA;33821772000143;BA;10437;INDIVIDUAL;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12872435;12872435;441874;2024-07-05 00:00:00;8,5;7;3;741,27;50;50;0;38,56;285,82;0;392763;29240761940292005520550160004418741864998497;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;279,914175
51031943000112-469996-7897572020177-12883869-50-3;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E12537 - DROGARIA S;51031943000112;BA;14172;NOVA REDE;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12883869;12883869;469996;2024-07-15 00:00:00;8,5;7;3;741,27;50;50;0;38,56;285,82;0;394140;29240761940292005520550160004699961865298070;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;279,914175
22415721000103-447494-7897572020191-12876381-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E06248 - J P RAMOS;22415721000103;BA;14305;ULTRAPOPULAR FARMARCAS;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12876381;12876381;447494;2024-07-08 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;393412;29240761940292005520550160004474941865029682;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
20184554000365-510356-7897572020191-12899806-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E07264 - A J RAMOS;20184554000365;BA;14305;ULTRAPOPULAR FARMARCAS;100058;JANUMET 50MG 1000MG C 56 COMP;7897572020191;Diabetes;0000RCV12899806;12899806;510356;2024-07-26 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;394885;29240761940292005520550160005103561865776546;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
39346861005473-98130-7897572020290-12874514-50-3;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E02143 - CENCOSUD B;39346861005473;SE;13535;G BARBOSA;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12874514;12874514;98130;2024-07-08 00:00:00;8,5;7;3;738,24;50;50;0;39,29;290,02;0;393412;28240761940292006178550020000981301915049676;0;0;0;0;0;;19;0;0;;8,5;6;243,08;50;284,03898
39346861005473-96006-7897572020177-12868069-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E02143 - CENCOSUD B;39346861005473;SE;13535;G BARBOSA;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12868069;12868069;96006;2024-07-03 00:00:00;8,5;7;1;242,51;50;50;0;39,29;95,27;0;392763;28240761940292006178550020000960061914872131;0;0;0;0;0;;19;0;0;;8,5;6;239,55;50;93,304725
10139763000171-447227-7897572020290-12874656-50-2;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E02838 - JADEH COM;10139763000171;BA;14059;DSG MAIS BRASIL;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12874656;12874656;447227;2024-07-08 00:00:00;8,5;7;2;501,46;50;50;0;38,56;193,35;0;393412;29240761940292005520550160004472271865026477;0;0;0;0;0;;20,5;0;0;;8,5;6;243,08;50;189,35932
08782432000103-526259-7897572020177-12903538-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E04477 - R A GOMES;08782432000103;BA;10437;INDIVIDUAL;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12903538;12903538;526259;2024-07-31 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;394885;29240761940292005520550160005262591865953399;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
15629579000638-498266-7897572020290-12895559-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E00047 - F S R LJ 5;15629579000638;BA;14421;MULTMAIS SILVA ROCHA;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12895559;12895559;498266;2024-07-23 00:00:00;8,5;7;1;250,73;50;50;0;38,56;96,68;0;394885;29240761940292005520550160004982661865645828;0;0;0;0;0;;20,5;0;0;;8,5;6;243,08;50;94,67966
96727482000155-453558-7897572020177-12876885-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E00010 - FARME BRIT;96727482000155;BA;14403;REDE BRITO FEIRA;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12876885;12876885;453558;2024-07-09 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;393412;29240761940292005520550160004535581865113467;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
96727482000317-525933-7897572020184-12903798-50-1;OK;PBM;CD BA;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);E00166 - FARME BRIT;96727482000317;BA;14403;REDE BRITO FEIRA;100056;JANUMET 50 500MG C 56 COMP;7897572020184;Diabetes;0000RCV12903798;12903798;525933;2024-07-31 00:00:00;8,5;7;1;247,09;50;50;0;38,56;95,27;0;394885;29240761940292005520550160005259331865964606;0;0;0;0;0;;20,5;0;0;;8,5;6;239,55;50;93,304725
55304471000185-89779-7897572020290-12872179-50-2;OK;PBM;CD CJ;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);S62337 - DROG S LUC;55304471000185;SP;11504;DROG SAO LUCAS;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12872179;12872179;89779;2024-07-05 00:00:00;8,5;7;2;486,16;50;50;0;39,77;193,35;0;392763;35240761940292007140550010000897791115355896;0;0;0;0;0;;18;0;0;;8,5;6;243,08;50;189,35932
50945484000110-124412-7897572020290-12885491-50-1;OK;PBM;CD CJ;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);S14775 - DROGARIA S;50945484000110;SP;13041;FARMAVIDA JUNDIAI;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12885491;12885491;124412;2024-07-15 00:00:00;8,5;7;1;243,08;50;50;0;39,77;96,67;0;394140;35240761940292007140550010001244121115688413;0;0;0;0;0;;18;0;0;;8,5;6;243,08;50;94,67966
11394113000135-67361-7897572020290-12864230-50-1;OK;PBM;CD CJ;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);V06149 - ALMADOVAS;11394113000135;SP;10437;INDIVIDUAL;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12864230;12864230;67361;2024-07-01 00:00:00;8,5;7;1;243,08;50;50;0;39,77;96,67;0;392763;35240761940292007140550010000673611115122830;0;0;0;0;0;;18;0;0;;8,5;6;243,08;50;94,67966
43920943000145-90853-7897572020290-12873031-50-1;OK;PBM;CD CJ;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);V20189 - DROGARIA L;43920943000145;SP;471;FARMAVALE FARMARCAS;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12873031;12873031;90853;2024-07-05 00:00:00;8,5;7;1;243,08;50;50;0;39,77;96,67;0;392763;35240761940292007140550010000908531115353720;0;0;0;0;0;;18;0;0;;8,5;6;243,08;50;94,67966
41353819000110-112608-7897572020290-12879577-30-1;OK;PBM;CD CJ;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);V18988 - ULTRAJUNDI;41353819000110;SP;15842;ULTRAFARMA FRANQUIA;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12879577;12879577;112608;2024-07-11 00:00:00;8,5;7;1;243,08;30;30;0;23,37;56,81;0;393412;35240761940292007140550010001126081115576831;0;0;0;0;0;;18;0;0;;8,5;6;243,08;30;54,81454
21089378001074-145969-7897572020290-12891570-50-1;OK;PBM;CD CJ;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);V17744 - DROG PAULI;21089378001074;SP;14389;REDE LESTE 2;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12891570;12891570;145969;2024-07-19 00:00:00;8,5;7;1;243,08;50;50;0;39,77;96,67;0;394140;35240761940292007140550010001459691115900619;0;0;0;0;0;;18;0;0;;8,5;6;243,08;50;94,67966
24407060000191-127851-7897572020290-12886301-50-1;Chave não localizada;PBM;CD CJ;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);V12546 - LETICIA MA;24407060000191;SP;602;FECOFAR MULTIDROGAS;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12886301;12886301;127851;2024-07-16 00:00:00;8,5;7;1;243,08;50;50;0;39,77;96,67;0;394140;35240761940292007140550010001278511115732858;0;0;0;0;0;;18;0;0;;8,5;6;243,08;;
32313981000113-92597-7897572020290-12872524-50-1;OK;PBM;CD CJ;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);V16330 - MEGA FARMA;32313981000113;SP;14382;MEGA FARMA;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12872524;12872524;92597;2024-07-05 00:00:00;8,5;7;1;243,08;50;50;0;39,77;96,67;0;392763;35240761940292007140550010000925971115383635;0;0;0;0;0;;18;0;0;;8,5;6;243,08;50;94,67966
02270749000184-119685-7897572020184-12882311-50-3;OK;PBM;CD CJ;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);W19437 - DROG LIBER;02270749000184;SP;13041;FARMAVIDA JUNDIAI;100056;JANUMET 50 500MG C 56 COMP;7897572020184;Diabetes;0000RCV12882311;12882311;119685;2024-07-12 00:00:00;8,5;7;3;718,65;50;50;0;39,77;285,81;0;393412;35240761940292007140550010001196851115646598;0;0;0;0;0;;18;0;0;;8,5;6;239,55;50;279,914175
59858498000170-133887-7897572020290-12886365-50-1;OK;PBM;CD CJ;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);S16895 - FCIA E PER;59858498000170;SP;10924;HIPERFARMAC GUARU;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12886365;12886365;133887;2024-07-16 00:00:00;8,5;7;1;243,08;50;50;0;39,77;96,67;0;394140;35240761940292007140550010001338871115786875;0;0;0;0;0;;18;0;0;;8,5;6;243,08;50;94,67966
01423428000100-162224-7897572020290-12892834-50-1;OK;PBM;CD CJ;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);W02649 - DROG CATED;01423428000100;SP;13041;FARMAVIDA JUNDIAI;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12892834;12892834;162224;2024-07-22 00:00:00;8,5;7;1;243,08;50;50;0;39,77;96,67;0;394885;35240761940292007140550010001622241116069151;0;0;0;0;0;;18;0;0;;8,5;6;243,08;50;94,67966
55450456000145-117455-7897572020290-12881872-50-1;OK;PBM;CD CJ;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);S45043 - FARMAMED D;55450456000145;SP;41;UNIFABRA FARMAMED;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12881872;12881872;117455;2024-07-12 00:00:00;8,5;7;1;243,08;50;50;0;39,77;96,67;0;393412;35240761940292007140550010001174551115619958;0;0;0;0;0;;18;0;0;;8,5;6;243,08;50;94,67966
02069405000101-127403-7897572020290-12884014-30-1;OK;PBM;CD CJ;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);W11624 - JFM DROGAR;02069405000101;SP;14825;MULTIFARMA JUNDIAI;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12884014;12884014;127403;2024-07-15 00:00:00;8,5;7;1;243,08;30;30;0;23,37;56,81;0;394140;35240761940292007140550010001274031115723116;0;0;0;0;0;;18;0;0;;8,5;6;243,08;30;54,81454
08809118000177-67887-7897572020177-12864028-50-2;OK;PBM;CD CJ;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);V04230 - FARMACRUZ;08809118000177;SP;13041;FARMAVIDA JUNDIAI;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12864028;12864028;67887;2024-07-01 00:00:00;8,5;7;2;479,1;50;50;0;39,77;190,54;0;392763;35240761940292007140550010000678871115122370;0;0;0;0;0;;18;0;0;;8,5;6;239,55;50;186,60945
11719993000172-68471-7897572020177-12863676-50-3;OK;PBM;CD CJ;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);V06460 - DROGARIA A;11719993000172;SP;10437;INDIVIDUAL;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12863676;12863676;68471;2024-07-01 00:00:00;8,5;7;3;718,65;50;50;0;39,77;285,81;0;392763;35240761940292007140550010000684711115127145;0;0;0;0;0;;18;0;0;;8,5;6;239,55;50;279,914175
03597241000239-67709-7897572020184-12863927-50-3;OK;PBM;CD CJ;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);V10861 - FARMA TIM;03597241000239;SP;41;UNIFABRA FARMAMED;100056;JANUMET 50 500MG C 56 COMP;7897572020184;Diabetes;0000RCV12863927;12863927;67709;2024-07-01 00:00:00;8,5;7;3;718,65;50;50;0;39,77;285,81;0;392763;35240761940292007140550010000677091115148164;0;0;0;0;0;;18;0;0;;8,5;6;239,55;50;279,914175
20550342000192-66979-7897572020290-12862998-50-1;OK;PBM;CD CJ;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);V10838 - TUAFARMA;20550342000192;SP;10437;INDIVIDUAL;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12862998;12862998;66979;2024-07-01 00:00:00;8,5;7;1;243,08;50;50;0;39,77;96,67;0;392763;35240761940292007140550010000669791115146634;0;0;0;0;0;;18;0;0;;8,5;6;243,08;50;94,67966
19299354000107-67126-7897572020184-12863153-50-1;OK;PBM;CD CJ;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);V10588 - COML CACHO;19299354000107;SP;14344;DROGA UCHOAS;100056;JANUMET 50 500MG C 56 COMP;7897572020184;Diabetes;0000RCV12863153;12863153;67126;2024-07-01 00:00:00;8,5;7;1;239,55;50;50;0;39,77;95,27;0;392763;35240761940292007140550010000671261115140269;0;0;0;0;0;;18;0;0;;8,5;6;239,55;50;93,304725
43374006000131-96102-7897572020290-12875317-30-1;OK;PBM;CD CJ;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);V19362 - DROGARIA F;43374006000131;SP;15842;ULTRAFARMA FRANQUIA;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12875317;12875317;96102;2024-07-08 00:00:00;8,5;7;1;243,08;30;30;0;23,37;56,81;0;393412;35240761940292007140550010000961021115463470;0;0;0;0;0;;18;0;0;;8,5;6;243,08;30;54,81454
32313981000113-105239-7897572020290-12878465-50-1;OK;PBM;CD CJ;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);V16330 - MEGA FARMA;32313981000113;SP;14382;MEGA FARMA;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12878465;12878465;105239;2024-07-10 00:00:00;8,5;7;1;243,08;50;50;0;39,77;96,67;0;393412;35240761940292007140550010001052391115495852;0;0;0;0;0;;18;0;0;;8,5;6;243,08;50;94,67966
60503315000183-191300-7897572020290-12900884-50-1;OK;PBM;CD CJ;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);S10401 - DROG STA C;60503315000183;SP;10437;INDIVIDUAL;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12900884;12900884;191300;2024-07-29 00:00:00;8,5;7;1;243,08;50;50;0;39,77;96,67;0;394885;35240761940292007140550010001913001116383662;0;0;0;0;0;;18;0;0;;8,5;6;243,08;50;94,67966
45399961000310-73790-7897572020177-12867102-30-1;OK;PBM;CD CJ;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);W49756 - UNIMED DE;45399961000310;SP;731;UNIMED TOTAL;100054;JANUMET 50 MG 850 MG C 56 COMP;7897572020177;Diabetes;0000RCV12867102;12867102;73790;2024-07-02 00:00:00;8,5;7;1;239,55;30;30;0;23,37;55,98;0;392763;35240761940292007140550010000737901115198258;0;0;0;0;0;;18;0;0;;8,5;6;239,55;30;54,018525
67220822000159-94642-7897572020290-12875205-50-1;OK;PBM;CD CJ;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);S73938 - FARMAVIDA;67220822000159;SP;13041;FARMAVIDA JUNDIAI;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12875205;12875205;94642;2024-07-08 00:00:00;8,5;7;1;243,08;50;50;0;39,77;96,67;0;393412;35240761940292007140550010000946421115397411;0;0;0;0;0;;18;0;0;;8,5;6;243,08;50;94,67966
10521705000108-124733-7897572020290-12884657-50-3;OK;PBM;CD CJ;F00026;;RCV;RCV;MSD RECEITA VIDA(FIDELIZE);V04974 - FLAVIA TER;10521705000108;SP;10437;INDIVIDUAL;198176;JANUVIA 100MG C 28 COMP REV;7897572020290;Diabetes;0000RCV12884657;12884657;124733;2024-07-15 00:00:00;8,5;7;3;729,24;50;50;0;39,77;290,02;0;394140;35240761940292007140550010001247331115691143;0;0;0;0;0;;18;0;0;;8,5;6;243,08;50;284,03898
